"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size","cum_infl","salary_adj","log_salary_adj","year"
2023,"SE","FT","Data Scientist",183000,"USD",183000,"US",100,"US","M",1.16816997383745,156655.284845957,11.9618030324596,3
2023,"SE","FT","Data Engineer",170000,"USD",170000,"US",0,"US","M",1.16816997383745,145526.767343239,11.8881153166684,3
2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M",1.16816997383745,119845.573106197,11.6939593022275,3
2023,"SE","FT","Data Engineer",154000,"USD",154000,"US",0,"US","M",1.16816997383745,131830.130416817,11.7892694820318,3
2023,"SE","FT","Data Engineer",116000,"USD",116000,"US",0,"US","M",1.16816997383745,99300.6177165631,11.5059070707245,3
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M",1.16816997383745,136966.369264225,11.827490694852,3
2023,"SE","FT","Data Engineer",130000,"USD",130000,"US",100,"US","M",1.16816997383745,111285.175027183,11.6198513300737,3
2023,"MI","FT","Data Engineer",200000,"USD",200000,"US",0,"US","M",1.16816997383745,171207.961580281,12.0506342461662,3
2023,"MI","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M",1.16816997383745,102724.776948169,11.5398086224002,3
2023,"SE","FT","Data Scientist",175000,"USD",175000,"US",100,"US","M",1.16816997383745,149806.966382746,11.9171028535417,3
2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",100,"US","M",1.16816997383745,136966.369264225,11.827490694852,3
2023,"MI","FT","Data Engineer",105000,"GBP",127599,"GB",0,"GB","M",1.1719396706794,108878.471471171,11.5979875985711,3
2023,"MI","FT","Data Engineer",85000,"GBP",103294,"GB",0,"GB","M",1.1719396706794,88139.349306367,11.3866743558678,3
2023,"SE","FT","Data Engineer",153600,"USD",153600,"US",0,"US","M",1.16816997383745,131487.714493656,11.7866687003317,3
2023,"SE","FT","Data Engineer",106800,"USD",106800,"US",0,"US","M",1.16816997383745,91425.0514838701,11.4232748061443,3
2023,"EN","FT","Data Analyst",85000,"USD",85000,"US",100,"US","M",1.16816997383745,72763.3836716195,11.1949681361085,3
2023,"EN","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M",1.16816997383745,64202.9855926054,11.0698049931545,3
2023,"SE","FT","Data Scientist",225000,"USD",225000,"US",0,"US","M",1.16816997383745,192608.956777816,12.1684172818226,3
2023,"SE","FT","Data Scientist",156400,"USD",156400,"US",0,"US","M",1.16816997383745,133884.62595578,11.8047337077294,3
2023,"SE","FT","Analytics Engineer",150000,"USD",150000,"US",0,"US","M",1.16816997383745,128405.971185211,11.7629521737144,3
2023,"SE","FT","Analytics Engineer",120000,"USD",120000,"US",0,"US","M",1.16816997383745,102724.776948169,11.5398086224002,3
2023,"SE","FT","Machine Learning Engineer",163800,"USD",163800,"US",0,"US","M",1.16816997383745,140219.32053425,11.8509630510371,3
2023,"SE","FT","Machine Learning Engineer",126000,"USD",126000,"US",0,"US","M",1.16816997383745,107861.015795577,11.5885987865696,3
2023,"SE","FT","Data Analyst",145000,"USD",145000,"US",100,"US","M",1.16816997383745,124125.772145704,11.7290506220387,3
2023,"SE","FT","Data Analyst",90000,"USD",90000,"US",100,"US","M",1.16816997383745,77043.5827111265,11.2521265499484,3
2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M",1.16816997383745,175060.140715838,12.072884855101,3
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M",1.16816997383745,121728.86068358,11.7095513969873,3
2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M",1.16816997383745,81323.7817506336,11.3061937712187,3
2023,"SE","FT","Data Analyst",85500,"USD",85500,"US",0,"US","M",1.16816997383745,73191.4035755702,11.2008332555609,3
2023,"SE","FT","Data Engineer",167500,"USD",167500,"US",0,"US","M",1.16816997383745,143386.667823486,11.8733002308833,3
2023,"SE","FT","Data Engineer",106500,"USD",106500,"US",0,"US","M",1.16816997383745,91168.2395414997,11.4204618647676,3
2023,"SE","FT","Data Engineer",163800,"USD",163800,"US",0,"US","M",1.16816997383745,140219.32053425,11.8509630510371,3
2023,"SE","FT","Data Engineer",126000,"USD",126000,"US",0,"US","M",1.16816997383745,107861.015795577,11.5885987865696,3
2023,"MI","FT","Data Analytics Manager",155000,"USD",155000,"US",0,"US","M",1.16816997383745,132686.170224718,11.7957419965374,3
2023,"MI","FT","Data Analytics Manager",140000,"USD",140000,"US",0,"US","M",1.16816997383745,119845.573106197,11.6939593022275,3
2023,"SE","FT","Research Scientist",250000,"USD",250000,"US",0,"US","M",1.16816997383745,214009.951975351,12.2737777974804,3
2023,"SE","FT","Research Scientist",200000,"USD",200000,"US",0,"US","M",1.16816997383745,171207.961580281,12.0506342461662,3
2023,"SE","FT","Data Scientist",260000,"USD",260000,"US",0,"US","M",1.16816997383745,222570.350054366,12.3129985106337,3
2023,"SE","FT","Data Scientist",186000,"USD",186000,"US",0,"US","M",1.16816997383745,159223.404269662,11.9780635533314,3
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M",1.16816997383745,136966.369264225,11.827490694852,3
2023,"SE","FT","Data Engineer",130000,"USD",130000,"US",100,"US","M",1.16816997383745,111285.175027183,11.6198513300737,3
2023,"SE","FT","Research Scientist",200000,"USD",200000,"US",0,"US","M",1.16816997383745,171207.961580281,12.0506342461662,3
2023,"SE","FT","Research Scientist",150000,"USD",150000,"US",0,"US","M",1.16816997383745,128405.971185211,11.7629521737144,3
2023,"SE","FT","Data Scientist",150000,"USD",150000,"US",0,"US","M",1.16816997383745,128405.971185211,11.7629521737144,3
2023,"SE","FT","Data Scientist",120000,"USD",120000,"US",0,"US","M",1.16816997383745,102724.776948169,11.5398086224002,3
2023,"MI","FT","Research Scientist",185000,"USD",185000,"US",0,"US","M",1.16816997383745,158367.36446176,11.9726727046965,3
2023,"MI","FT","Research Scientist",125000,"USD",125000,"US",0,"US","M",1.16816997383745,107004.975987676,11.5806306169205,3
2022,"EN","PT","Data Analyst",34320,"USD",34320,"US",100,"US","S",1.12700659,30452.3507710811,10.3239184711789,2
2023,"SE","FT","Data Analyst",175000,"USD",175000,"US",100,"US","M",1.16816997383745,149806.966382746,11.9171028535417,3
2023,"SE","FT","Data Analyst",130000,"USD",130000,"US",100,"US","M",1.16816997383745,111285.175027183,11.6198513300737,3
2023,"SE","FT","Data Analyst",122000,"USD",122000,"US",100,"US","M",1.16816997383745,104436.856563972,11.5563379243514,3
2023,"SE","FT","Data Analyst",93800,"USD",93800,"US",100,"US","M",1.16816997383745,80296.5339811519,11.2934817356303,3
2023,"SE","FT","Data Analyst",165000,"USD",165000,"US",100,"US","M",1.16816997383745,141246.568303732,11.8582623535187,3
2023,"SE","FT","Data Analyst",112000,"USD",112000,"US",100,"US","M",1.16816997383745,95876.4584849575,11.4708157509132,3
2023,"EN","FT","Computer Vision Engineer",220000,"USD",220000,"US",0,"US","M",1.16816997383745,188328.757738309,12.1459444259705,3
2023,"SE","FT","BI Data Analyst",67000,"EUR",71897,"DE",100,"DE","M",1.15961980677258,62000.4932479564,11.0348976196078,3
2023,"EN","FT","AI Developer",60000,"EUR",64385,"DE",0,"DE","M",1.15961980677258,55522.5080013029,10.9245437670945,3
2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M",1.16816997383745,175060.140715838,12.072884855101,3
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M",1.16816997383745,121728.86068358,11.7095513969873,3
2023,"MI","FT","Machine Learning Engineer",200000,"USD",200000,"US",0,"US","M",1.16816997383745,171207.961580281,12.0506342461662,3
2023,"MI","FT","Machine Learning Engineer",175000,"USD",175000,"US",0,"US","M",1.16816997383745,149806.966382746,11.9171028535417,3
2023,"SE","FT","Data Engineer",185900,"USD",185900,"US",0,"US","M",1.16816997383745,159137.800288871,11.9775257743456,3
2023,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"US","M",1.16816997383745,110685.947161652,11.614452165396,3
2023,"SE","FT","Data Analyst",185900,"USD",185900,"US",0,"US","M",1.16816997383745,159137.800288871,11.9775257743456,3
2023,"SE","FT","Data Analyst",121700,"USD",121700,"US",0,"US","M",1.16816997383745,104180.044621601,11.5538758796116,3
2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M",1.16816997383745,175060.140715838,12.072884855101,3
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M",1.16816997383745,121728.86068358,11.7095513969873,3
2023,"SE","FT","Data Analyst",180180,"USD",180180,"US",0,"US","M",1.16816997383745,154241.252587675,11.9462732308415,3
2023,"SE","FT","Data Analyst",106020,"USD",106020,"US",0,"US","M",1.16816997383745,90757.3404337071,11.4159446351778,3
2023,"SE","FT","Data Scientist",136000,"USD",136000,"US",100,"US","M",1.16816997383745,116421.413874591,11.6649717653542,3
2023,"SE","FT","Data Scientist",104000,"USD",104000,"US",100,"US","M",1.16816997383745,89028.1400217462,11.3967077787595,3
2023,"SE","FT","Data Analyst",125000,"USD",125000,"US",0,"US","M",1.16816997383745,107004.975987676,11.5806306169205,3
2023,"SE","FT","Data Analyst",110000,"USD",110000,"US",0,"US","M",1.16816997383745,94164.3788691547,11.4527972454106,3
2023,"SE","FT","Machine Learning Engineer",153400,"USD",153400,"US",0,"US","M",1.16816997383745,131316.506532076,11.7853657685513,3
2023,"SE","FT","Machine Learning Engineer",122700,"USD",122700,"US",0,"US","M",1.16816997383745,105036.084429503,11.562059231335,3
2023,"EX","FT","Data Engineer",310000,"USD",310000,"US",100,"US","M",1.16816997383745,265372.340449436,12.4888891770973,3
2023,"EX","FT","Data Engineer",239000,"USD",239000,"US",100,"US","M",1.16816997383745,204593.514088436,12.2287804315497,3
2023,"SE","FT","Data Analyst",152380,"USD",152380,"US",0,"US","M",1.16816997383745,130443.345928016,11.778694280663,3
2023,"SE","FT","Data Analyst",121904,"USD",121904,"US",0,"US","M",1.16816997383745,104354.676742413,11.5555507293488,3
2023,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M",1.16816997383745,159137.800288871,11.9775257743456,3
2023,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M",1.16816997383745,110685.947161652,11.614452165396,3
2023,"SE","FT","Machine Learning Engineer",247500,"USD",247500,"US",0,"US","M",1.16816997383745,211869.852455598,12.2637274616269,3
2023,"SE","FT","Machine Learning Engineer",172200,"USD",172200,"US",0,"US","M",1.16816997383745,147410.054920622,11.9009734716118,3
2023,"SE","FT","Data Architect",168400,"USD",168400,"US",0,"US","M",1.16816997383745,144157.103650597,11.8786589814264,3
2023,"SE","FT","Data Architect",105200,"USD",105200,"US",0,"US","M",1.16816997383745,90055.3877912279,11.4081801799218,3
2023,"SE","FT","Machine Learning Engineer",128280,"USD",128280,"US",0,"US","M",1.16816997383745,109812.786557592,11.6065322544431,3
2023,"SE","FT","Machine Learning Engineer",106900,"USD",106900,"US",0,"US","M",1.16816997383745,91510.6554646603,11.4242106976492,3
2022,"SE","FT","Lead Data Scientist",192000,"USD",192000,"US",100,"US","L",1.12700659,170362.801516538,12.0456855685869,2
2023,"MI","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M",1.16816997383745,119845.573106197,11.6939593022275,3
2023,"MI","FT","Data Engineer",100000,"USD",100000,"US",0,"US","M",1.16816997383745,85603.9807901406,11.3574870656062,3
2023,"SE","FT","Research Engineer",100000,"EUR",107309,"DE",100,"DE","S",1.15961980677258,92538.0882365739,11.4353756034684,3
2023,"SE","FT","Research Engineer",80000,"EUR",85847,"DE",100,"DE","S",1.15961980677258,74030.2981189384,11.2122297224308,3
2023,"SE","FT","Machine Learning Engineer",275000,"USD",275000,"DE",0,"DE","M",1.15961980677258,237146.691005021,12.3764341780354,3
2023,"SE","FT","Machine Learning Engineer",174000,"USD",174000,"DE",0,"DE","M",1.15961980677258,150049.179035904,11.9187183795833,3
2023,"SE","FT","Data Engineer",139500,"USD",139500,"US",0,"US","M",1.16816997383745,119417.553202246,11.6903814808796,3
2023,"SE","FT","Data Engineer",109400,"USD",109400,"US",0,"US","M",1.16816997383745,93650.7549844138,11.447327769606,3
2023,"SE","FT","Machine Learning Engineer",139500,"USD",139500,"US",0,"US","M",1.16816997383745,119417.553202246,11.6903814808796,3
2023,"SE","FT","Machine Learning Engineer",109400,"USD",109400,"US",0,"US","M",1.16816997383745,93650.7549844138,11.447327769606,3
2023,"SE","FT","Data Analyst",170500,"USD",170500,"US",100,"US","M",1.16816997383745,145954.78724719,11.8910521763417,3
2023,"SE","FT","Data Analyst",85000,"USD",85000,"US",100,"US","M",1.16816997383745,72763.3836716195,11.1949681361085,3
2023,"SE","FT","Data Manager",60027,"GBP",72946,"GB",0,"GB","M",1.1719396706794,62243.8183679812,11.0388145060704,3
2023,"SE","FT","Data Manager",44737,"GBP",54365,"GB",0,"GB","M",1.1719396706794,46388.9066648657,10.7448156291315,3
2023,"EX","FT","Head of Data Science",131899,"GBP",160288,"GB",0,"GB","M",1.1719396706794,136771.545507183,11.826067261857,3
2023,"EX","FT","Head of Data Science",104891,"GBP",127467,"GB",0,"GB","M",1.1719396706794,108765.837686939,11.5969525722502,3
2023,"SE","FT","Data Engineer",80000,"USD",80000,"US",0,"US","M",1.16816997383745,68483.1846321125,11.134343514292,3
2023,"SE","FT","Data Engineer",65000,"USD",65000,"US",0,"US","M",1.16816997383745,55642.5875135914,10.9267041495138,3
2023,"SE","FT","Data Engineer",124740,"USD",124740,"US",0,"US","M",1.16816997383745,106782.405637621,11.5785484507161,3
2023,"SE","FT","Data Engineer",65488,"USD",65488,"US",0,"US","M",1.16816997383745,56060.3349398473,10.9341837993682,3
2023,"SE","FT","Data Quality Analyst",72200,"USD",72200,"US",0,"US","M",1.16816997383745,61806.0741304815,11.0317569255169,3
2023,"SE","FT","Data Quality Analyst",64980,"USD",64980,"US",0,"US","M",1.16816997383745,55625.4667174334,10.9263964098591,3
2023,"SE","FT","Data Engineer",153600,"USD",153600,"US",0,"US","M",1.16816997383745,131487.714493656,11.7866687003317,3
2023,"SE","FT","Data Engineer",106800,"USD",106800,"US",0,"US","M",1.16816997383745,91425.0514838701,11.4232748061443,3
2023,"SE","FT","Data Analyst",179975,"USD",179975,"US",100,"US","M",1.16816997383745,154065.764427056,11.9451348319735,3
2023,"SE","FT","Data Analyst",86466,"USD",86466,"US",100,"US","M",1.16816997383745,74018.338030003,11.2120681527024,3
2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M",1.16816997383745,102724.776948169,11.5398086224002,3
2023,"SE","FT","Data Engineer",90000,"USD",90000,"US",0,"US","M",1.16816997383745,77043.5827111265,11.2521265499484,3
2023,"MI","FT","Insight Analyst",42000,"GBP",51039,"GB",0,"GB","M",1.1719396706794,43550.8766167218,10.6816851110499,3
2023,"MI","FT","Insight Analyst",35000,"GBP",42533,"GB",0,"GB","M",1.1719396706794,36292.8238237236,10.499375309903,3
2023,"SE","FT","Data Scientist",149076,"USD",149076,"US",0,"US","M",1.16816997383745,127614.99040271,11.7567731226377,3
2023,"SE","FT","Data Scientist",82365,"USD",82365,"US",0,"US","M",1.16816997383745,70507.7187777993,11.1634774690171,3
2023,"SE","FT","Data Analyst",169000,"USD",169000,"US",0,"US","M",1.16816997383745,144670.727535338,11.8822155945412,3
2023,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"US","M",1.16816997383745,94678.0027538955,11.4582369687064,3
2023,"SE","FT","Data Science Manager",175000,"USD",175000,"US",0,"US","M",1.16816997383745,149806.966382746,11.9171028535417,3
2023,"SE","FT","Data Science Manager",120000,"USD",120000,"US",0,"US","M",1.16816997383745,102724.776948169,11.5398086224002,3
2023,"SE","FT","Data Analyst",230000,"USD",230000,"US",0,"US","M",1.16816997383745,196889.155817323,12.1903961885414,3
2023,"SE","FT","Data Analyst",180000,"USD",180000,"US",0,"US","M",1.16816997383745,154087.165422253,11.9452737305084,3
2023,"SE","FT","Data Analyst",153600,"USD",153600,"US",0,"US","M",1.16816997383745,131487.714493656,11.7866687003317,3
2023,"SE","FT","Data Analyst",106800,"USD",106800,"US",0,"US","M",1.16816997383745,91425.0514838701,11.4232748061443,3
2023,"SE","FT","Data Manager",140000,"USD",140000,"US",0,"US","M",1.16816997383745,119845.573106197,11.6939593022275,3
2023,"SE","FT","Data Manager",120000,"USD",120000,"US",0,"US","M",1.16816997383745,102724.776948169,11.5398086224002,3
2023,"SE","FT","Machine Learning Infrastructure Engineer",205920,"USD",205920,"US",0,"US","M",1.16816997383745,176275.717243058,12.079804623466,3
2023,"SE","FT","Machine Learning Infrastructure Engineer",171600,"USD",171600,"US",0,"US","M",1.16816997383745,146896.431035881,11.897483066672,3
2023,"SE","FT","Data Analyst",165000,"USD",165000,"US",100,"US","M",1.16816997383745,141246.568303732,11.8582623535187,3
2023,"SE","FT","Data Analyst",125000,"USD",125000,"US",100,"US","M",1.16816997383745,107004.975987676,11.5806306169205,3
2023,"SE","FT","Data Engineer",265000,"USD",265000,"US",0,"US","M",1.16816997383745,226850.549093873,12.3320467056044,3
2023,"SE","FT","Data Engineer",185000,"USD",185000,"US",0,"US","M",1.16816997383745,158367.36446176,11.9726727046965,3
2023,"MI","FT","Applied Machine Learning Engineer",130000,"USD",130000,"US",0,"US","M",1.16816997383745,111285.175027183,11.6198513300737,3
2022,"EN","FT","Data Scientist",168000,"USD",168000,"US",100,"US","M",1.12700659,149067.451326971,11.9121541759624,2
2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M",1.16816997383745,81323.7817506336,11.3061937712187,3
2023,"SE","FT","Data Analyst",85500,"USD",85500,"US",0,"US","M",1.16816997383745,73191.4035755702,11.2008332555609,3
2023,"SE","FT","Data Scientist",147100,"USD",147100,"US",0,"US","M",1.16816997383745,125923.455742297,11.7434295072255,3
2023,"SE","FT","Data Scientist",90700,"USD",90700,"US",0,"US","M",1.16816997383745,77642.8105766575,11.2598742367392,3
2023,"SE","FT","Data Engineer",167580,"USD",167580,"US",0,"US","M",1.16816997383745,143455.151008118,11.8737777288033,3
2023,"SE","FT","Data Engineer",87980,"USD",87980,"US",0,"US","M",1.16816997383745,75314.3822991657,11.2294263955387,3
2023,"SE","FT","Data Engineer",202000,"USD",202000,"US",100,"US","M",1.16816997383745,172920.041196084,12.0605845770194,3
2023,"SE","FT","Data Engineer",135000,"USD",135000,"US",100,"US","M",1.16816997383745,115565.37406669,11.6575916580566,3
2023,"SE","FT","Data Engineer",163800,"USD",163800,"US",0,"US","M",1.16816997383745,140219.32053425,11.8509630510371,3
2023,"SE","FT","Data Engineer",126000,"USD",126000,"US",0,"US","M",1.16816997383745,107861.015795577,11.5885987865696,3
2023,"SE","FT","Machine Learning Engineer",163800,"USD",163800,"US",0,"US","M",1.16816997383745,140219.32053425,11.8509630510371,3
2023,"SE","FT","Machine Learning Engineer",126000,"USD",126000,"US",0,"US","M",1.16816997383745,107861.015795577,11.5885987865696,3
2023,"SE","FT","Data Engineer",104000,"USD",104000,"US",100,"US","M",1.16816997383745,89028.1400217462,11.3967077787595,3
2023,"SE","FT","Data Engineer",65000,"USD",65000,"US",100,"US","M",1.16816997383745,55642.5875135914,10.9267041495138,3
2023,"SE","FT","Research Engineer",230000,"USD",230000,"US",0,"US","M",1.16816997383745,196889.155817323,12.1903961885414,3
2023,"SE","FT","Research Engineer",148000,"USD",148000,"US",0,"US","M",1.16816997383745,126693.891569408,11.7495291533823,3
2023,"SE","FT","Analytics Engineer",197000,"USD",197000,"US",0,"US","M",1.16816997383745,168639.842156577,12.0355206083561,3
2023,"SE","FT","Analytics Engineer",106000,"USD",106000,"US",0,"US","M",1.16816997383745,90740.219637549,11.4157559737302,3
2023,"MI","FT","Deep Learning Engineer",150000,"USD",150000,"US",100,"US","M",1.16816997383745,128405.971185211,11.7629521737144,3
2023,"MI","FT","Deep Learning Engineer",100000,"USD",100000,"US",100,"US","M",1.16816997383745,85603.9807901406,11.3574870656062,3
2023,"SE","FT","Data Engineer",290000,"USD",290000,"US",100,"US","M",1.16816997383745,248251.544291408,12.4221978025987,3
2023,"SE","FT","Data Engineer",210000,"USD",210000,"US",100,"US","M",1.16816997383745,179768.359659295,12.0994244103356,3
2023,"SE","FT","Data Engineer",192000,"USD",192000,"US",0,"US","M",1.16816997383745,164359.64311707,12.0098122516459,3
2023,"SE","FT","Data Engineer",172800,"USD",172800,"US",0,"US","M",1.16816997383745,147923.678805363,11.9044517359881,3
2023,"SE","FT","Data Scientist",300240,"USD",300240,"US",0,"US","M",1.16816997383745,257017.391924318,12.4568990344449,3
2023,"SE","FT","Data Scientist",200160,"USD",200160,"US",0,"US","M",1.16816997383745,171344.927949545,12.0514339263368,3
2023,"SE","FT","Data Scientist",300240,"USD",300240,"US",0,"US","M",1.16816997383745,257017.391924318,12.4568990344449,3
2023,"SE","FT","Data Scientist",200160,"USD",200160,"US",0,"US","M",1.16816997383745,171344.927949545,12.0514339263368,3
2023,"SE","FT","Analytics Engineer",175000,"USD",175000,"US",0,"US","M",1.16816997383745,149806.966382746,11.9171028535417,3
2023,"SE","FT","Analytics Engineer",140000,"USD",140000,"US",0,"US","M",1.16816997383745,119845.573106197,11.6939593022275,3
2023,"SE","FT","Data Manager",169000,"USD",169000,"US",0,"US","M",1.16816997383745,144670.727535338,11.8822155945412,3
2023,"SE","FT","Data Manager",100000,"USD",100000,"US",0,"US","M",1.16816997383745,85603.9807901406,11.3574870656062,3
2023,"SE","FT","Data Scientist",370000,"USD",370000,"US",0,"US","M",1.16816997383745,316734.72892352,12.6658198852564,3
2023,"SE","FT","Data Scientist",245000,"USD",245000,"US",0,"US","M",1.16816997383745,209729.752935844,12.2535750901629,3
2023,"MI","FT","Data Engineer",95000,"GBP",115447,"GB",100,"GB","L",1.1719396706794,98509.337031891,11.4979066148696,3
2023,"SE","FT","Data Analyst",110000,"USD",110000,"US",100,"US","S",1.16816997383745,94164.3788691547,11.4527972454106,3
2023,"SE","FT","Data Analyst",80000,"USD",80000,"US",100,"US","S",1.16816997383745,68483.1846321125,11.134343514292,3
2023,"EN","FT","Data Analyst",55000,"USD",55000,"US",0,"US","M",1.16816997383745,47082.1894345773,10.7596500648506,3
2023,"EN","FT","Data Analyst",48000,"USD",48000,"US",0,"US","M",1.16816997383745,41089.9107792675,10.623517890526,3
2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M",1.16816997383745,81323.7817506336,11.3061937712187,3
2023,"SE","FT","Data Analyst",85000,"USD",85000,"US",0,"US","M",1.16816997383745,72763.3836716195,11.1949681361085,3
2023,"SE","FT","Data Engineer",137500,"USD",137500,"US",100,"US","M",1.16816997383745,117705.473586443,11.6759407967248,3
2023,"SE","FT","Data Engineer",81500,"USD",81500,"US",100,"US","M",1.16816997383745,69767.2443439646,11.152919899865,3
2023,"SE","FT","Machine Learning Engineer",323300,"USD",323300,"US",0,"US","M",1.16816997383745,276757.669894525,12.5308975643495,3
2023,"SE","FT","Machine Learning Engineer",184700,"USD",184700,"US",0,"US","M",1.16816997383745,158110.55251939,11.9710497668234,3
2023,"SE","FT","Machine Learning Engineer",186000,"USD",186000,"US",100,"US","M",1.16816997383745,159223.404269662,11.9780635533314,3
2023,"SE","FT","Machine Learning Engineer",153088,"USD",153088,"US",100,"US","M",1.16816997383745,131049.42211201,11.7833297990662,3
2023,"MI","FT","Data Infrastructure Engineer",190000,"USD",190000,"US",100,"US","M",1.16816997383745,162647.563501267,11.9993409517786,3
2023,"MI","FT","Data Infrastructure Engineer",160000,"USD",160000,"US",100,"US","M",1.16816997383745,136966.369264225,11.827490694852,3
2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",100,"US","M",1.16816997383745,171207.961580281,12.0506342461662,3
2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",100,"US","M",1.16816997383745,128405.971185211,11.7629521737144,3
2023,"MI","FT","Data Infrastructure Engineer",190000,"USD",190000,"US",0,"US","M",1.16816997383745,162647.563501267,11.9993409517786,3
2023,"MI","FT","Data Infrastructure Engineer",183310,"USD",183310,"US",0,"US","M",1.16816997383745,156920.657186407,11.9634955883494,3
2023,"SE","FT","Machine Learning Engineer",240000,"USD",240000,"US",100,"US","M",1.16816997383745,205449.553896337,12.2329558029601,3
2023,"SE","FT","Machine Learning Engineer",180000,"USD",180000,"US",100,"US","M",1.16816997383745,154087.165422253,11.9452737305084,3
2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",100,"US","M",1.16816997383745,171207.961580281,12.0506342461662,3
2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",100,"US","M",1.16816997383745,128405.971185211,11.7629521737144,3
2023,"SE","FT","Data Science Manager",299500,"USD",299500,"US",0,"US","M",1.16816997383745,256383.922466471,12.4544312971737,3
2023,"SE","FT","Data Science Manager",245100,"USD",245100,"US",0,"US","M",1.16816997383745,209815.356916635,12.2539831701522,3
2023,"SE","FT","Data Engineer",144000,"USD",144000,"US",100,"US","M",1.16816997383745,123269.732337802,11.7221301791942,3
2023,"SE","FT","Data Engineer",66000,"USD",66000,"US",100,"US","M",1.16816997383745,56498.6273214928,10.9419716216446,3
2023,"MI","FT","Machine Learning Engineer",148500,"USD",148500,"US",0,"US","M",1.16816997383745,127121.911473359,11.7529018378609,3
2023,"MI","FT","Machine Learning Engineer",126277,"USD",126277,"US",0,"US","M",1.16816997383745,108098.138822366,11.5907947862947,3
2023,"SE","FT","Data Architect",228000,"USD",228000,"US",0,"US","M",1.16816997383745,195177.076201521,12.1816625085726,3
2023,"SE","FT","Data Architect",120000,"USD",120000,"US",0,"US","M",1.16816997383745,102724.776948169,11.5398086224002,3
2023,"SE","FT","Machine Learning Software Engineer",180000,"USD",180000,"US",0,"US","M",1.16816997383745,154087.165422253,11.9452737305084,3
2023,"SE","FT","Machine Learning Software Engineer",90000,"USD",90000,"US",0,"US","M",1.16816997383745,77043.5827111265,11.2521265499484,3
2023,"SE","FT","Data Scientist",126500,"USD",126500,"US",0,"US","M",1.16816997383745,108289.035699528,11.5925591877857,3
2023,"SE","FT","Data Scientist",78000,"USD",78000,"US",0,"US","M",1.16816997383745,66771.1050163097,11.1090257063077,3
2023,"SE","FT","Data Engineer",180000,"USD",180000,"US",0,"US","M",1.16816997383745,154087.165422253,11.9452737305084,3
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M",1.16816997383745,136966.369264225,11.827490694852,3
2023,"SE","FT","Machine Learning Software Engineer",272000,"USD",272000,"US",0,"US","M",1.16816997383745,232842.827749182,12.3581189459142,3
2023,"SE","FT","Machine Learning Software Engineer",170000,"USD",170000,"US",0,"US","M",1.16816997383745,145526.767343239,11.8881153166684,3
2023,"MI","FT","Data Analyst",80000,"USD",80000,"US",0,"US","M",1.16816997383745,68483.1846321125,11.134343514292,3
2023,"MI","FT","Data Analyst",60000,"USD",60000,"US",0,"US","M",1.16816997383745,51362.3884740844,10.8466614418403,3
2023,"SE","FT","Data Engineer",259000,"USD",259000,"US",100,"US","M",1.16816997383745,221714.310246464,12.3091449413177,3
2023,"SE","FT","Data Engineer",146000,"USD",146000,"US",100,"US","M",1.16816997383745,124981.811953605,11.7359235013265,3
2023,"SE","FT","Data Engineer",200000,"USD",200000,"US",0,"US","M",1.16816997383745,171207.961580281,12.0506342461662,3
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M",1.16816997383745,136966.369264225,11.827490694852,3
2023,"EX","FT","Data Engineer",310000,"USD",310000,"US",100,"US","M",1.16816997383745,265372.340449436,12.4888891770973,3
2023,"EX","FT","Data Engineer",239000,"USD",239000,"US",100,"US","M",1.16816997383745,204593.514088436,12.2287804315497,3
